statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
107,65000110039,新北市汐止區,東勢里,3847,50,20,8,8,218,156,39,25,530,547,129,109,103,151,35,20,132,110,7,10,115,131,45,47,212,275,41,22,5,5,119,130,13,20,1,6,0,0,65,143,9,26,0,2,4,4
107,65000110040,新北市汐止區,山光里,2529,4,1,1,1,42,22,12,9,188,225,105,91,84,80,22,18,54,50,4,1,90,95,42,36,255,280,77,59,3,11,145,166,13,17,0,2,1,0,73,117,3,15,2,4,0,9
107,65000110041,新北市汐止區,大同里,2612,6,1,3,0,83,43,22,13,284,302,94,88,82,88,16,10,75,77,7,4,81,97,53,31,189,253,58,45,2,4,114,148,19,15,0,0,0,0,50,121,5,11,0,3,1,14
107,65000110042,新北市汐止區,崇德里,4586,12,4,9,1,156,76,42,21,490,544,185,182,160,165,33,26,120,114,11,6,132,144,77,67,348,363,122,82,2,15,189,225,29,27,1,4,1,1,108,223,9,19,2,2,5,32
107,65000110043,新北市汐止區,湖興里,5928,32,15,14,5,240,129,53,29,796,785,224,203,197,219,25,24,240,211,15,9,201,249,84,66,397,497,88,75,11,17,176,210,25,34,1,4,1,0,77,200,9,22,0,3,1,15
107,65000110044,新北市汐止區,長青里,947,8,4,3,0,72,40,10,7,147,150,24,16,18,32,2,1,46,44,0,0,25,43,8,10,39,55,8,7,0,0,12,41,4,1,0,1,0,0,12,46,2,4,0,1,0,4
107,65000110045,新北市汐止區,福安里,5211,10,4,7,5,234,129,40,40,566,697,223,185,183,250,24,21,158,132,4,6,133,134,98,85,340,428,125,78,3,15,184,246,30,26,3,1,1,1,85,216,10,19,0,4,1,27
107,65000110046,新北市汐止區,秀山里,4048,14,6,5,5,171,91,33,35,494,489,178,160,118,161,29,20,128,131,7,3,110,152,88,48,269,324,73,72,4,15,125,185,18,12,0,0,0,0,88,153,10,8,0,2,1,13
107,65000110047,新北市汐止區,建成里,4727,18,2,7,3,153,115,34,29,527,650,180,178,178,251,32,21,139,155,8,7,121,138,68,81,317,441,115,57,5,16,125,195,22,23,1,3,1,0,59,207,6,15,1,7,2,14
107,65000110048,新北市汐止區,城中里,4154,10,5,4,5,149,87,33,28,425,494,168,158,156,221,31,18,130,136,9,10,147,146,82,71,291,424,79,57,3,16,121,120,16,20,3,0,0,0,49,176,9,17,0,1,0,29
107,65000110049,新北市汐止區,湖蓮里,2448,12,11,11,2,150,125,23,20,400,464,69,61,52,138,13,5,105,105,3,3,56,86,33,34,109,125,18,24,5,5,24,58,7,14,0,2,0,1,12,50,3,5,0,0,0,5
107,65000110050,新北市汐止區,保新里,2706,3,1,3,0,66,29,16,13,251,287,94,95,79,106,36,20,55,76,6,5,103,109,34,33,257,249,66,40,2,10,144,155,13,17,2,3,0,0,69,110,11,18,0,1,0,19
107,65000120001,新北市瑞芳區,龍潭里,756,1,1,1,1,20,9,8,6,64,63,25,17,20,20,4,1,22,17,3,2,11,6,5,4,85,81,29,18,1,3,36,45,7,11,0,0,0,0,25,66,3,4,0,0,0,11
107,65000120002,新北市瑞芳區,龍興里,2007,3,1,5,0,40,40,21,10,157,193,60,63,65,68,20,9,42,31,1,0,43,41,24,24,193,171,72,35,5,6,114,97,25,27,2,1,0,0,80,149,5,22,4,2,3,33
107,65000120003,新北市瑞芳區,龍鎮里,1285,1,0,0,1,20,13,5,7,85,77,37,41,37,38,9,8,24,24,1,2,38,29,14,5,122,122,49,28,5,6,96,86,11,10,2,1,0,0,54,96,13,24,4,2,4,34
107,65000120004,新北市瑞芳區,龍川里,1691,2,1,0,1,20,17,7,7,82,130,54,65,48,35,12,10,23,22,3,1,22,34,31,14,177,144,60,43,5,10,149,117,30,27,2,1,2,0,75,135,8,15,5,3,5,37
107,65000120005,新北市瑞芳區,龍山里,1389,3,0,2,0,21,14,10,3,87,94,53,28,44,33,8,3,16,10,0,2,29,37,20,12,168,95,72,36,3,8,118,77,19,19,1,0,0,0,54,124,13,18,1,5,4,25
107,65000120006,新北市瑞芳區,龍安里,618,0,0,0,1,3,3,1,1,46,37,17,18,18,13,2,3,7,7,1,0,15,14,5,5,70,50,27,20,1,4,45,47,9,10,1,0,1,0,34,51,3,9,3,1,2,13
107,65000120007,新北市瑞芳區,爪峯里,3743,2,0,1,0,40,27,13,7,272,276,96,104,116,84,25,26,51,45,6,5,56,71,30,48,378,312,145,80,7,25,315,270,49,47,3,0,0,0,180,294,20,57,16,11,15,118
107,65000120008,新北市瑞芳區,柑坪里,1126,0,0,0,0,9,7,3,5,62,63,39,25,29,25,11,7,9,15,1,2,31,15,14,10,106,75,43,30,2,5,127,76,26,19,0,0,1,0,56,102,15,17,4,1,4,35
107,65000120009,新北市瑞芳區,東和里,1694,1,1,1,1,25,12,4,2,80,90,43,46,35,35,15,10,23,26,0,3,21,27,16,16,159,127,84,47,6,5,164,123,30,18,0,1,1,0,79,180,12,28,8,2,17,70
107,65000120010,新北市瑞芳區,上天里,1332,1,1,0,1,12,2,5,4,91,68,35,27,32,21,11,5,9,14,4,1,33,33,17,11,125,99,54,27,0,1,177,96,26,12,0,3,0,0,76,98,8,22,7,3,5,55
107,65000120011,新北市瑞芳區,吉慶里,1760,0,0,1,0,16,16,8,4,113,117,61,44,41,29,13,8,28,15,3,2,57,37,22,7,163,145,62,36,9,7,182,128,33,18,1,2,0,0,100,150,13,27,1,0,8,33
107,65000120012,新北市瑞芳區,吉安里,3084,2,2,0,0,40,22,9,7,201,239,106,77,69,74,26,18,30,38,1,1,73,62,27,24,294,238,117,76,5,10,300,213,52,29,0,0,1,0,173,271,13,51,6,3,9,75
107,65000120013,新北市瑞芳區,傑魚里,1998,0,0,0,1,21,12,6,8,131,137,56,55,50,45,22,7,27,21,2,1,51,40,21,24,191,144,92,51,0,14,202,153,30,13,1,0,0,0,105,174,9,22,6,3,3,47
107,65000120014,新北市瑞芳區,猴硐里,473,0,0,0,0,4,7,1,0,19,14,10,6,6,6,3,4,7,0,0,0,11,6,3,4,47,24,13,10,1,0,83,38,10,3,0,0,0,0,42,47,4,10,3,6,1,20
107,65000120015,新北市瑞芳區,光復里,277,0,0,0,0,2,1,0,0,3,9,4,3,6,7,1,2,4,2,0,0,9,4,3,3,41,20,7,3,0,0,38,14,3,1,1,0,0,0,25,39,2,4,2,2,2,10
107,65000120016,新北市瑞芳區,弓橋里,287,1,0,0,0,2,5,2,1,18,18,6,6,1,5,2,0,6,3,1,0,6,8,6,2,28,18,12,5,2,0,33,13,11,5,0,2,0,0,23,18,3,4,0,1,1,9
107,65000120017,新北市瑞芳區,碩仁里,157,0,0,0,0,3,2,0,2,10,11,3,2,3,3,0,0,4,2,0,0,8,4,0,1,12,15,5,1,0,0,21,13,3,1,0,0,0,0,12,7,2,2,0,0,0,5
107,65000120018,新北市瑞芳區,基山里,444,1,0,0,0,4,5,3,0,16,16,11,4,7,9,4,4,12,2,1,1,7,9,6,5,37,29,16,10,0,0,35,29,11,7,0,0,0,0,55,54,3,11,1,0,2,17
107,65000120019,新北市瑞芳區,永慶里,452,0,0,0,0,3,0,1,2,15,20,7,7,19,6,1,3,7,3,0,0,21,10,4,1,53,43,20,5,0,1,38,28,6,5,1,0,0,0,33,56,5,8,1,6,1,12
107,65000120020,新北市瑞芳區,崇文里,322,0,0,0,0,8,2,1,1,11,21,4,4,7,6,2,0,9,9,0,0,13,3,4,3,31,22,7,2,1,0,32,21,6,4,0,0,0,0,25,37,5,11,0,0,1,9
107,65000120021,新北市瑞芳區,福住里,170,0,0,0,0,1,4,1,0,16,5,4,1,3,5,1,2,3,3,0,0,9,2,3,1,17,12,7,6,0,0,16,7,1,1,0,0,0,0,9,22,1,3,0,0,0,4
107,65000120022,新北市瑞芳區,頌德里,349,0,0,0,0,2,1,3,2,21,18,7,7,9,5,2,2,7,2,0,0,7,8,1,3,48,27,15,5,0,1,32,15,4,5,1,0,0,0,20,41,2,8,1,3,0,14
107,65000120023,新北市瑞芳區,新山里,376,0,0,0,0,5,2,1,0,22,18,10,9,10,3,3,1,9,3,2,0,9,12,2,3,41,26,15,3,0,1,28,16,7,5,0,0,0,0,29,41,8,9,3,1,2,17
107,65000120024,新北市瑞芳區,瓜山里,179,0,0,0,0,2,2,0,1,13,13,3,6,6,4,0,0,4,1,1,0,5,3,0,2,21,17,5,4,0,1,13,7,3,2,0,0,0,0,14,21,0,1,0,0,0,4
107,65000120025,新北市瑞芳區,銅山里,195,1,0,0,0,1,1,0,0,12,8,2,1,3,5,2,0,8,0,0,0,3,1,4,3,28,9,7,3,2,1,9,15,0,5,0,0,0,0,17,20,1,4,3,2,2,12
107,65000120026,新北市瑞芳區,石山里,338,1,0,0,0,5,2,2,1,28,15,6,5,6,9,2,2,10,4,0,0,14,5,4,5,37,27,11,6,0,1,13,18,7,2,1,0,0,0,20,40,5,10,2,3,2,7
107,65000120027,新北市瑞芳區,濓新里,305,0,0,0,0,1,2,0,1,14,22,2,7,6,6,2,2,3,3,0,1,4,10,1,0,44,27,14,5,0,2,26,17,2,1,0,0,0,0,21,32,2,8,1,0,1,15
107,65000120028,新北市瑞芳區,濓洞里,478,0,0,0,0,8,6,2,3,29,28,8,3,9,8,3,1,6,3,0,1,7,9,4,1,55,51,14,7,0,3,34,28,4,5,0,0,0,0,34,64,4,8,1,1,1,25
107,65000120029,新北市瑞芳區,海濱里,1270,2,1,0,0,9,2,4,1,61,65,28,35,17,42,10,10,11,17,0,3,23,35,21,7,130,130,43,32,3,8,112,93,25,18,0,0,0,0,72,119,12,30,8,3,1,27
107,65000120030,新北市瑞芳區,瑞濱里,2014,0,0,1,0,21,17,10,7,109,121,42,43,38,45,14,6,16,20,0,2,25,39,25,21,206,198,102,65,3,10,170,166,43,25,0,0,2,1,121,165,19,44,4,7,5,36
107,65000120031,新北市瑞芳區,深澳里,1339,0,0,0,0,11,3,3,3,58,78,37,32,26,34,5,11,15,19,3,1,20,25,11,5,112,133,50,47,0,4,124,107,36,26,0,0,0,0,97,115,13,28,3,3,4,37
107,65000120032,新北市瑞芳區,南雅里,271,0,0,0,0,2,2,3,0,13,16,4,7,6,6,1,2,3,1,0,1,7,5,2,4,33,20,9,4,0,1,33,23,5,1,0,0,0,0,17,26,0,2,2,1,2,7
107,65000120033,新北市瑞芳區,鼻頭里,888,0,0,0,1,3,4,2,3,31,38,32,17,14,16,7,0,13,9,1,2,24,21,7,6,71,83,26,26,0,1,127,94,10,8,0,1,0,0,53,76,14,10,3,3,4,27
107,65000120034,新北市瑞芳區,新峰里,3195,2,0,3,0,40,23,11,11,192,208,115,81,91,67,23,18,40,34,5,2,68,74,35,32,339,292,155,93,7,18,290,263,47,59,2,1,1,0,115,196,18,35,8,15,6,60
107,65000130001,新北市土城區,埤塘里,5040,3,3,1,0,80,41,19,20,333,369,152,109,134,110,31,22,123,59,9,4,286,154,94,68,529,424,184,84,14,14,609,348,72,26,1,3,2,1,209,206,28,24,6,4,7,21
107,65000130002,新北市土城區,土城里,1894,2,1,2,2,52,33,12,7,170,171,49,60,31,51,14,8,47,26,1,5,67,58,35,25,187,185,36,37,4,8,110,116,18,12,1,1,0,0,69,154,5,10,0,2,0,10
107,65000130003,新北市土城區,員林里,5519,6,2,7,3,162,95,40,31,557,635,223,182,163,176,39,28,119,119,12,5,168,193,90,72,433,486,115,96,14,14,270,330,39,35,5,5,1,1,164,297,14,27,3,8,2,33
107,65000130004,新北市土城區,員仁里,5126,6,3,3,0,91,59,30,23,430,467,192,157,147,158,30,21,83,86,12,7,182,169,63,61,446,466,165,112,14,25,356,401,41,35,3,3,1,1,193,275,12,30,4,6,9,48
107,65000130005,新北市土城區,長風里,1892,10,2,4,3,72,39,15,18,260,209,89,76,66,76,10,5,64,53,3,4,57,76,24,24,130,151,19,27,1,2,51,83,15,14,0,4,1,2,21,85,1,11,1,2,0,12
107,65000130006,新北市土城區,日新里,4308,6,4,5,2,91,56,32,20,379,418,147,137,132,127,28,12,85,70,8,5,141,133,51,57,368,376,124,87,12,14,279,317,28,26,1,4,0,0,184,277,9,18,0,5,7,26
107,65000130007,新北市土城區,日和里,5261,5,2,6,2,116,83,39,21,449,497,160,136,146,157,37,30,94,89,10,5,166,170,69,69,498,475,153,101,15,24,367,427,29,38,3,1,0,2,192,293,8,26,2,17,0,32
107,65000130008,新北市土城區,貨饒里,4044,8,3,7,4,120,84,29,17,411,477,136,111,120,142,25,25,80,58,9,2,121,116,47,36,312,368,116,73,14,11,238,262,17,20,6,5,0,0,136,209,9,28,1,7,2,22
107,65000130009,新北市土城區,柑林里,3121,6,4,7,2,111,51,28,18,280,385,117,100,101,132,21,12,70,84,6,1,87,101,56,47,237,275,77,53,13,15,148,179,29,16,2,3,0,0,84,122,2,19,1,5,0,14
107,65000130010,新北市土城區,埤林里,7779,17,9,9,5,279,164,76,57,877,1070,332,268,233,280,47,33,203,184,8,7,238,263,104,109,523,657,150,93,32,31,357,436,48,35,3,4,2,2,161,278,10,44,1,4,4,32
107,65000130011,新北市土城區,瑞興里,2898,2,1,2,1,73,45,20,17,261,299,74,70,80,77,21,14,45,50,9,4,82,101,34,29,276,234,66,42,11,10,202,215,23,12,3,4,1,1,119,208,3,24,3,6,0,24
107,65000130012,新北市土城區,清水里,7478,8,3,6,0,143,78,46,32,712,792,305,266,226,270,45,37,153,138,14,16,234,262,95,87,668,684,201,163,26,37,479,535,50,55,5,1,0,1,189,330,13,33,1,7,5,27
107,65000130013,新北市土城區,清和里,5802,1,1,1,1,85,49,31,25,436,500,177,176,149,174,48,30,111,82,8,5,185,172,70,68,552,544,200,126,26,28,496,483,49,38,4,3,0,0,241,341,10,29,2,5,8,32
107,65000130014,新北市土城區,永豐里,4012,6,1,6,1,118,74,25,26,423,458,140,124,125,140,29,16,73,91,2,6,118,104,42,59,320,337,116,76,14,19,236,279,21,27,0,0,1,0,116,185,7,19,3,4,2,23
107,65000130015,新北市土城區,清化里,1522,2,1,1,1,17,11,12,4,111,131,56,44,34,42,12,9,34,29,3,2,52,47,17,12,166,154,46,28,15,4,124,94,10,11,3,1,0,0,68,88,6,9,0,0,4,7
107,65000130016,新北市土城區,清溪里,6385,11,3,2,3,166,96,51,36,611,651,276,230,199,210,41,26,147,124,19,5,209,205,94,63,535,559,171,110,27,32,347,425,55,45,5,10,1,0,175,316,16,30,2,8,2,36
107,65000130017,新北市土城區,峯廷里,6738,6,1,4,1,107,62,40,34,555,604,262,203,185,190,42,36,120,116,7,7,190,221,92,73,616,640,196,139,19,29,516,585,54,40,5,3,1,1,264,362,17,37,4,8,4,40
107,65000130018,新北市土城區,平和里,6412,6,4,6,0,131,81,39,23,588,647,225,209,174,190,43,35,131,82,16,6,171,173,78,69,597,609,207,125,21,20,418,556,38,58,6,5,2,1,230,309,11,32,1,9,0,30
107,65000130019,新北市土城區,廷寮里,4487,3,0,6,0,79,46,33,26,377,409,205,168,104,126,28,17,82,73,8,4,155,145,89,72,398,397,142,101,14,20,313,356,31,20,3,0,1,2,152,219,11,13,2,3,5,29
107,65000130020,新北市土城區,大安里,4457,8,1,4,1,126,73,29,30,377,420,134,133,132,142,29,30,79,94,15,4,144,142,60,56,410,405,137,89,8,11,271,274,44,39,7,2,1,2,181,247,12,19,3,5,4,23
107,65000130021,新北市土城區,永寧里,7461,6,3,9,3,141,92,47,26,606,722,294,243,213,232,47,31,153,137,16,7,255,268,114,95,672,679,227,143,13,26,504,523,60,61,8,4,0,3,251,399,22,49,6,6,7,38
107,65000130022,新北市土城區,沛陂里,4171,7,0,5,0,90,53,26,23,348,387,149,138,122,124,34,19,73,61,6,7,131,144,69,42,376,350,123,75,14,13,317,318,44,23,4,2,1,0,161,209,15,31,2,2,4,29
107,65000130023,新北市土城區,頂埔里,4603,3,3,8,3,80,52,33,29,370,402,179,164,108,150,31,21,84,82,4,4,161,167,72,59,430,424,160,86,14,11,283,319,45,40,3,1,0,1,161,268,15,32,4,5,2,30
107,65000130024,新北市土城區,頂福里,4837,4,2,1,1,86,49,18,16,341,404,163,139,127,134,30,30,80,58,1,5,163,135,59,57,474,447,201,96,19,20,375,364,27,43,3,0,2,0,222,311,24,29,1,7,10,59
107,65000130025,新北市土城區,頂新里,2565,9,2,3,3,113,76,22,12,298,333,81,81,88,118,17,7,66,68,6,3,84,103,39,50,156,203,52,35,2,13,100,117,12,15,1,2,0,0,41,96,4,10,2,4,1,17
107,65000130026,新北市土城區,祖田里,1566,2,0,1,0,17,13,6,5,101,136,56,47,32,31,10,7,16,15,7,4,47,59,23,18,164,123,57,30,2,3,160,130,18,13,0,0,2,0,79,83,9,12,0,0,2,26
107,65000130027,新北市土城區,樂利里,4780,7,4,8,2,119,71,36,24,487,571,167,130,137,141,34,16,89,93,10,4,149,155,44,39,421,417,122,86,13,15,290,399,36,31,3,1,0,1,139,216,3,20,1,6,2,21
107,65000130028,新北市土城區,廣福里,5216,14,2,5,2,160,93,62,38,590,642,234,189,165,178,35,17,139,144,12,4,134,151,72,77,391,482,106,95,27,24,224,286,35,18,3,2,2,1,117,191,9,24,2,4,1,13
107,65000130029,新北市土城區,學府里,3221,7,5,2,1,81,54,29,12,334,383,105,114,79,93,18,17,70,53,3,3,89,93,39,27,276,305,88,49,10,11,173,263,19,17,0,0,0,1,97,150,13,21,3,3,2,9
107,65000130030,新北市土城區,延壽里,4095,4,1,7,0,74,42,16,15,321,372,142,120,126,121,38,20,80,62,6,5,145,138,65,44,375,360,120,93,14,13,307,345,32,27,4,1,0,0,143,237,11,22,1,2,1,23
107,65000130031,新北市土城區,安和里,4549,5,3,4,2,93,49,24,18,405,468,165,141,127,141,34,20,96,78,8,9,152,169,43,47,408,424,134,93,19,15,316,399,24,23,6,1,1,1,134,198,8,20,1,3,2,18
107,65000130032,新北市土城區,青雲里,2726,4,1,4,2,64,42,19,17,247,252,104,87,72,98,11,16,63,59,5,3,78,88,34,47,227,256,73,51,10,11,171,183,23,17,3,2,0,0,85,150,10,9,0,3,2,23
107,65000130033,新北市土城區,員福里,5114,5,2,3,1,126,57,47,25,484,489,201,184,158,149,39,16,114,101,3,6,174,140,57,66,450,490,137,77,18,17,304,343,38,28,2,2,1,1,167,323,13,15,6,6,2,27
107,65000130034,新北市土城區,延吉里,4015,5,1,1,0,61,26,24,12,292,317,122,101,98,123,26,13,58,58,5,4,139,136,49,44,417,355,155,107,15,15,308,350,37,29,1,1,1,0,181,247,14,24,3,2,3,35
107,65000130035,新北市土城區,復興里,4229,9,3,3,2,126,76,35,18,382,472,157,128,116,119,29,16,86,76,12,6,120,133,66,40,349,350,102,51,10,20,309,327,27,22,1,2,0,2,140,232,5,23,0,7,1,19
107,65000130036,新北市土城區,裕生里,5088,6,2,8,1,130,80,37,18,465,528,173,149,157,175,30,27,116,91,11,7,185,166,59,69,442,445,145,94,22,17,287,325,26,35,3,3,2,3,173,313,6,26,3,5,4,19
107,65000130037,新北市土城區,員信里,4124,4,3,6,3,90,65,28,20,419,449,147,104,122,118,29,16,99,81,12,4,127,119,45,50,339,394,124,62,13,17,249,305,17,29,2,2,0,0,132,231,5,20,0,4,2,17
107,65000130038,新北市土城區,永富里,4873,1,0,4,5,82,46,27,13,403,437,194,125,120,150,29,38,95,76,7,6,132,176,56,68,491,452,168,102,22,30,361,417,36,37,0,3,1,0,162,238,6,23,1,5,1,27
107,65000130039,新北市土城區,學成里,2976,3,1,3,0,83,48,24,12,305,384,116,89,80,95,23,13,73,40,3,2,87,76,33,25,223,263,80,56,2,8,186,236,18,11,6,3,0,0,99,144,2,11,0,2,0,8
107,65000130040,新北市土城區,延和里,5843,9,0,5,3,116,70,35,30,554,649,197,205,174,206,40,24,114,110,8,2,157,190,71,91,476,508,165,111,19,29,393,452,39,45,2,2,3,0,156,303,10,36,3,6,3,22
107,65000130041,新北市土城區,中正里,2957,4,1,4,1,96,60,18,16,271,369,111,114,80,87,29,19,79,74,6,1,61,91,40,50,249,290,94,61,6,10,135,166,13,15,1,0,3,0,76,121,6,13,2,3,0,11
107,65000130042,新北市土城區,學士里,4349,17,5,9,2,186,112,46,37,491,591,211,161,126,155,24,23,111,129,4,2,105,117,79,69,294,368,82,65,23,20,159,232,21,19,4,2,1,0,75,131,4,20,1,1,0,15
107,65000130043,新北市土城區,明德里,5326,22,2,9,8,214,159,68,47,605,802,250,221,158,212,28,19,154,149,11,2,118,145,74,67,313,481,102,69,16,16,197,242,22,31,1,0,0,0,70,172,7,21,1,5,2,14
107,65000130044,新北市土城區,廣興里,3152,3,4,2,0,99,61,33,19,324,355,121,107,127,130,24,16,81,86,2,5,93,91,39,49,227,306,77,54,10,16,129,195,12,18,0,4,1,0,74,128,4,10,0,4,1,11
107,65000130045,新北市土城區,青山里,2730,3,3,4,0,54,36,13,11,254,274,79,63,72,75,32,9,49,56,10,5,99,101,35,32,246,240,76,49,9,12,190,204,20,10,2,1,1,3,109,155,4,15,0,2,1,12
107,65000130046,新北市土城區,金城里,5597,9,1,8,4,131,67,43,16,527,607,214,248,167,210,33,34,145,127,8,7,170,237,86,97,474,545,135,119,21,32,280,356,30,27,5,3,1,0,104,217,5,16,3,4,1,23
107,65000130047,新北市土城區,延祿里,3871,2,2,1,2,63,30,19,12,308,324,150,144,110,111,25,21,73,70,9,3,118,143,53,69,371,370,115,92,21,15,271,293,31,29,2,0,3,1,137,192,11,23,0,8,2,22
107,65000140001,新北市蘆洲區,正義里,11210,29,7,15,6,476,300,105,94,1201,1501,465,410,327,517,84,73,298,307,14,11,301,372,247,219,657,934,254,177,35,42,406,496,74,59,5,3,0,0,216,376,16,38,1,8,4,30
107,65000140002,新北市蘆洲區,中原里,5216,8,1,3,5,145,77,33,25,489,553,197,163,126,174,35,24,101,79,12,11,175,180,76,75,365,450,162,102,9,15,348,442,43,29,0,1,2,0,165,244,9,36,3,4,2,18
107,65000140003,新北市蘆洲區,中路里,3735,3,1,3,0,67,43,23,10,322,376,159,121,139,134,22,16,88,64,12,6,120,129,55,43,255,263,103,82,7,13,274,278,20,24,1,1,0,1,164,242,10,22,0,4,2,13
107,65000140004,新北市蘆洲區,光華里,4848,2,1,2,0,112,79,29,42,442,504,180,163,110,126,28,35,105,80,7,9,150,180,90,64,329,377,120,92,6,17,335,423,20,26,3,2,0,1,194,279,11,29,3,8,2,31
107,65000140005,新北市蘆洲區,保佑里,3487,1,2,3,1,78,56,21,14,300,341,137,111,85,109,31,16,86,71,9,4,109,114,41,30,246,260,100,63,6,9,268,279,19,17,0,2,1,1,168,224,6,13,1,3,5,26
107,65000140006,新北市蘆洲區,水湳里,9453,8,5,12,4,267,124,69,39,864,986,445,348,232,326,56,52,186,185,12,5,293,314,164,145,680,843,289,183,12,23,626,671,62,51,4,3,2,3,300,426,13,59,7,6,4,45
107,65000140007,新北市蘆洲區,樓厝里,5819,7,2,2,4,137,81,39,30,511,620,256,200,140,178,46,34,123,120,10,10,208,202,108,83,445,489,153,110,12,24,373,373,24,36,1,4,2,1,196,340,17,37,1,7,1,22
107,65000140008,新北市蘆洲區,鷺江里,4985,8,1,4,1,126,64,32,25,464,536,219,167,137,155,36,30,110,85,4,1,160,159,80,66,337,407,137,97,6,11,338,404,36,39,2,1,2,0,174,248,14,30,1,4,3,24
107,65000140009,新北市蘆洲區,恆德里,5697,11,1,8,4,142,88,44,38,492,577,250,204,145,183,53,37,128,109,15,9,208,199,93,78,403,470,136,95,4,22,351,413,27,40,0,8,1,0,192,319,14,35,1,10,4,36
107,65000140010,新北市蘆洲區,溪墘里,2909,1,1,1,0,57,32,7,10,259,260,82,93,52,94,23,14,68,52,5,4,92,91,44,33,239,234,76,53,7,12,224,261,16,20,1,1,1,0,127,206,10,17,2,8,2,17
107,65000140011,新北市蘆洲區,樹德里,3093,3,3,1,0,68,38,22,9,286,280,124,82,61,87,18,15,62,59,6,3,108,107,50,35,256,281,73,73,7,7,236,224,24,20,2,1,1,0,127,191,4,16,1,2,2,18
107,65000140012,新北市蘆洲區,保和里,2398,2,1,2,1,49,23,21,8,179,245,96,92,61,64,10,15,67,35,4,3,95,72,42,32,169,193,69,40,4,8,164,183,18,15,0,1,0,0,106,173,6,11,0,3,2,14
107,65000140013,新北市蘆洲區,仁復里,2028,6,1,2,0,38,29,10,10,167,197,76,66,68,54,22,10,53,33,5,1,67,75,33,29,142,183,51,43,3,5,120,116,7,15,1,2,0,0,106,155,4,7,1,3,0,12
107,65000140014,新北市蘆洲區,得勝里,3085,3,4,1,1,55,31,10,11,269,264,108,103,65,79,28,19,56,53,5,2,128,113,44,31,239,262,84,58,4,8,220,247,21,18,2,3,1,1,154,227,7,21,0,2,2,21
107,65000140015,新北市蘆洲區,南港里,5356,7,1,2,2,98,66,41,14,465,570,235,222,114,172,42,41,127,95,11,8,213,183,100,75,389,469,172,100,12,22,377,403,37,30,4,1,2,0,116,252,9,22,2,6,1,26
107,65000140016,新北市蘆洲區,永樂里,5745,2,2,4,2,110,53,38,22,518,612,290,232,148,166,41,35,110,130,8,6,203,192,109,76,460,500,165,117,9,21,405,439,38,28,1,1,1,0,157,214,15,29,1,6,2,27
107,65000140017,新北市蘆洲區,永康里,6249,8,2,6,5,118,62,38,26,526,657,264,230,154,209,60,35,115,135,11,5,223,216,103,96,486,606,209,138,13,28,427,482,31,39,3,3,0,0,135,247,15,38,1,8,7,29
107,65000140018,新北市蘆洲區,信義里,3669,4,1,7,0,68,43,21,17,339,368,122,103,81,95,30,19,63,51,8,5,118,122,54,50,275,289,116,67,2,10,315,350,14,16,4,3,0,0,151,201,9,22,1,8,1,26
107,65000140019,新北市蘆洲區,玉清里,5328,9,5,2,2,136,81,43,27,436,563,216,206,126,196,38,24,131,98,12,9,200,181,98,80,405,443,132,106,7,9,361,407,42,27,2,1,1,0,140,247,11,28,0,8,4,28
107,65000140020,新北市蘆洲區,復興里,3279,1,2,0,3,54,25,20,18,247,291,113,106,81,85,23,23,56,44,2,2,131,118,58,52,256,264,117,75,8,12,280,277,25,22,2,0,0,0,135,192,7,23,1,3,3,22
107,65000140021,新北市蘆洲區,水河里,8717,6,2,6,9,149,80,51,37,715,880,377,319,226,270,72,53,159,146,19,10,276,270,168,126,734,781,275,190,17,27,614,674,68,36,2,3,1,0,280,462,28,41,1,9,10,38
