ID,date_time,title,,,
et_4557,2018-11-20,獨／選前維安升級！4霹靂組員護柯文哲　三線一高階警官親上陣,3,2,1
ltn_4130,2018-10-31,綠選將林智鴻怒批韓國瑜「韓式恐怖」,3,5,4
ct_2025,2018-10-16,點亮社子島 市議員參選人鍾佩玲爭取台北燈節設副燈區,1,1,1
et_5276,2018-11-24,大勝林佳龍15萬票當選台中市長　盧秀燕：「這場選舉是人民的勝利」,2,2,1
ltn_3496,2018-10-26,姚文智搶走選前之夜「主場」？ 柯文哲承認沒轍,3,5,3
et_1521,2018-10-19,即／高雄市長選戰號次　韓國瑜1號、陳其邁2號,1,2,1
ct_5522,2018-11-15,新竹》真假社團風暴延續 楊文科、徐欣瑩陣營交鋒,3,4,2
et_1597,2018-10-18,姚文智嗆總統「站台力道可更強」　網傻眼：同情蔡英文,4,5,3
ct_6350,2018-11-21,台南》山區選戰白熱化  周奕齊、王開玹同呼籲反抹黑,1,2,1
ct_5343,2018-11-14,高雄》曾支持綠營20年 杏仁茶老闆「翻轉」招牌批「民主奧步黨」,3,5,2
et_4730,2018-11-21,羅智強奉妻之命剃頭助選游淑慧　郝龍斌操刀：給年輕人一個機會,2,3,1
et_2671,2018-11-02,影／賞邱議瑩一巴掌封「神力女超人」　許淑華曾說不後悔：我替天行道,3,4,2
ltn_3727,2018-10-28,朱立倫輔選批中央執政不佳 籲用選票教訓民進黨,2,3,1
et_4605,2018-11-20,韓國瑜讚雙城論壇政見　趙天麟：高雄很開放，不用九二共識,2,3,1
ltn_7845,2018-11-23,女版黃安表態力挺惹議 柯P：難道要拜託她別支持我？,2,4,2
ct_208,2018-09-26,oBike亂葬崗現台大  丁守中批柯文哲逢郝必反造成亂象,3,4,2
et_4067,2018-11-16,張忠謀夫婦專機抵達APEC主辦國　巴紐外交部長接機,1,1,1
ct_6580,2018-11-23,台中》選前最後衝刺 馬英九對盧秀燕選情有信心！,2,1,1
ltn_7956,2018-11-23,選前之夜全力催票 林智堅「明日新竹大遊行」人山人海,1,3,1
et_2938,2018-11-06,「wecare高雄」17日辦遊行　籲市民說出真正聲音,3,3,1
ltn_7123,2018-11-20,國防院︰台灣安全 仍需盟友支持,2,1,1
et_3527,2018-11-11,影／蜂蜜檸檬成辯論焦點　柯文哲苦笑：那也沒辦法,2,4,2
et_603,2018-09-29,陳佩琪淚訴「得天下失去太太」　柯P：不要那麼悲情,3,5,4
ltn_8131,2018-11-24,花蓮時代力量議員宣傳車被砸 高潞以用：譴責暴力,2,2,1
ct_4284,2018-11-07,要原轉會來立院報告未果 藍委斥黑機關、有權無責,2,4,2
ltn_7378,2018-11-21,又是假消息！指陳其邁搭機耍官威 遭在場者打臉,4,5,4
ltn_625,2018-09-30,賴揆曾說勞工均薪近5萬   柯文哲：怎麼可能？難怪被罵翻,2,4,3
ltn_61,2018-09-25,中國逼APEC吞下「一中」 美日不同意,1,2,1
et_4038,2018-11-15,韓國瑜「決戰岡山」衝破10萬！2王牌金句夯翻　《夜襲》迴盪高捷,4,5,4
ct_2549,2018-10-21,因應美中貿易戰 吳釗燮：尋求洽簽更多雙邊協議,2,2,1
et_202,2018-09-20,扁拒見柯文哲只見姚　黨內人士：沒啥好顧慮！讓深綠歸隊就對了,2,3,2
et_80,2018-09-23,影／林飛帆批兩岸一家親　柯文哲：不能用欺騙手段來處理,2,4,2
ct_228,2018-09-26,韓國瑜自稱賣菜郎  洪耀福卻叫他賣膏藥的,4,4,2
ct_5557,2018-11-16,高雄》韓流為何崛起？黃創夏：小英「造就」了韓國瑜！,3,5,3
ltn_461,2018-09-28,傅崐萁偽證案檢方上訴 國民黨：政治迫害,2,4,3
ltn_8186,2018-11-24,公投票都投了才說少領一張 引發糾紛,2,1,1
ltn_1791,2018-10-10,總統接見日本慶賀團  感謝「日華懇」希望促成台日在第三國合作,1,1,1
ct_4783,2018-11-10,台中》談另一半 盧秀燕：先生不輔選不干政,2,2,1
ct_5033,2018-11-12,公投急先鋒蔡武宏 挺公投展現直接民主,1,2,1
ltn_5707,2018-11-12,再質疑侯友宜炒地   段宜康：畸零地有7、80坪？,3,4,3
ct_5409,2018-11-15,中選會斥北高行裁定違法 司法院：裁定就是法律,2,3,1
ct_3839,2018-11-03,高雄》淚喊北漂孩子回家 高雄媽媽：不要回來只能面對遺像後悔,3,5,3
et_2628,2018-11-01,賴清德爆：境外資金流入試圖影響選舉　要求嚴辦,2,2,1
ct_6550,2018-11-22,新北》蘇貞昌新莊造勢晚會 萬人冒雨力挺,1,2,1
ltn_7162,2018-11-20,高雄市長辯論甫落幕 蘇貞昌：真的為新北市覺得好可惜,2,3,2
ltn_1095,2018-10-04,陳學聖嗆賭民調 月底差距未達15％內請雞排、珍奶,2,4,3
ct_5789,2018-11-17,彰化》彰化贏、台灣就贏！蔡英文第12度赴彰化助選魏明谷,2,3,2
ct_5767,2018-11-17,苗栗》苗栗議員公辦政見會場面冷清   候選人同步直播拚觸及率,1,2,1
et_1552,2018-10-18,衝衝衝「戰車」出動！宣傳不擾民　蘇貞昌叮嚀：不要打擾人家午睡,2,2,1
et_5108,2018-11-23,影／高嘉瑜正到「激似韓星」！13年前稚嫩片曝光　網秒戀愛：腰身100分,4,5,4
ct_4721,2018-11-10,台北》自爆失眠三天 小野：饒了我好不好,3,4,3
ltn_5755,2018-11-12,選情告急買臉書廣告？ 柯P：都是「小朋友」處理,3,5,3
ltn_4324,2018-11-02,李進勇團隊質疑張麗善家族事業 張陣營批抹黑,2,4,2
et_4756,2018-11-21,影／談韓國瑜vs陳其邁！趙少康開口2字突「急凍1秒」　差點噴走50萬元,4,5,4
ltn_7242,2018-11-20,引用台積電財報致業者困擾 陳其邁陣營公開致歉,1,1,1
ct_2955,2018-10-25,桃園》小檜溪自辦重劃圖利建商 陳學聖控桃市府保護藏鏡人,1,3,1
ltn_3417,2018-10-25,李進勇北港掃街 縣鎮攜手推動大北港發展,1,2,1
et_2612,2018-11-01,最新民調只有8%　姚文智：別忘了當年游錫堃的結果,3,3,1
ltn_959,2018-10-03,嗆「跨國告到底」柯文哲：從沒帶病人到中國仲介器官,2,4,2
ltn_1558,2018-10-08,觀塘案通過   鄭文燦：環境衝擊務必降到最低,2,2,1
ltn_3736,2018-10-28,劉櫂豪推崇「怪咖」 王泰捷競選台東市代成立總部,2,4,1
ltn_4960,2018-11-07,台東國民黨今宣示反賄選 籲勿辦藍不辦綠,1,3,1
et_2912,2018-11-05,影／109萬→79萬！邱議瑩臉書好神奇　3小時「30萬留言」失蹤了,4,5,4
ltn_4121,2018-10-31,賴香伶驚傳北市府辦公室遇襲 頭部流血送醫...,3,4,2
ct_2550,2018-10-21,台北》台灣民意基金會民調：丁守中 姚文智相加都不如柯P,3,3,1
ct_1453,2018-10-10,高雄》姚立明說韓國瑜支持者幾乎沒有年輕人 一張圖神打臉,5,5,4
et_3029,2018-11-06,【倒數19】柯文哲8日正式請假　一天想拼5場「關門」演講,2,4,2
ltn_5441,2018-11-10,高市電視辯論》政府應主動透明化 韓國瑜：市長市民每週面對面,2,3,1
et_1693,2018-10-17,婚姻平權法明年推？　賴揆：審慎考慮公投結果,3,3,1
et_3133,2018-11-07,韓國瑜妻租國有地辦貴族學校　遭爆每坪僅月付8元,3,5,4
et_2584,2018-11-01,籲加強防衛　AIT警告：台灣反制武器對解放軍已無優勢,2,1,1
ltn_801,2018-10-02,爭取部落聚會所70年 地方要求加快腳步,2,1,1
ltn_540,2018-09-29,林佳龍、林義偉聯合競總成立 盼促「黃金四角」交通串聯,1,3,1
ltn_946,2018-10-03,侯友宜「引擎說」又爆模仿 蘇貞昌：很替他不好意思,2,4,3
et_1651,2018-10-17,李錫錕贏姚文智了！搶先租走競選總部　錕P：他自己猶豫太久,2,4,2
ct_2891,2018-10-25,新北》侯友宜至板橋慈惠宮 為普悠瑪事件傷亡者祈禱,1,1,1
ct_1206,2018-10-07,高雄》議員林芳如、江瑞鴻後援會成立 陳其邁呼籲鄉親力挺,1,2,1
ct_2075,2018-10-16,高雄》館長直白欣賞韓國瑜  喊北漂返鄉投賭爛票就是「爽！」,3,4,3
ct_4138,2018-11-06,新北》六都辯論獨缺新北 蘇貞昌酸侯：若當選一定更賴皮,2,4,3
et_1530,2018-10-18,「成功取決爸爸是誰」柯P險失言暴走？學姐急擋：最後一句不能用,4,5,4
ltn_6465,2018-11-16,挺陳其邁抗韓粉 閃靈團長Doris︰用黑死腔吼回去！,3,4,2
ltn_3254,2018-10-23,柯P不想選總統？阿扁：他說不想選就是要選,3,4,2
ltn_4495,2018-11-04,韓國瑜彰化助選 鼓吹拚經濟,1,2,1
et_224,2018-09-20,行政院打假新聞竟變護航？徐永明罵愚蠢至極,2,4,3
et_4483,2018-11-20,選戰分析／選情緊繃　盧秀燕辭立委背水一戰催票,1,2,1
ltn_7152,2018-11-20,丁守中拋自住1戶免房屋稅 柯P：政治不是亂喊價,2,3,2
et_1617,2018-10-17,不需因政治對立而撕裂！侯友宜嘆：三太子不會區分信徒是藍是綠,3,4,2
ct_821,2018-10-03,死人連署公投中選會要告 吳敦義：中選會可能有通靈專家,2,4,3
ct_6184,2018-11-20,台南》李偉智行銷麻竹筍飯  未來推動社區服務,1,1,1
ltn_3120,2018-10-21,誰說高雄五五波？彭文正民調「他」支持度爆高！,4,5,5
et_1631,2018-10-17,劉家昌力挺韓國瑜「選上要搬到高雄」！批丁守中：RAP把票唱跑了,3,4,2
ltn_4991,2018-11-07,挺陳其邁！學術界發起連署 盼新世代守護高雄未來,2,2,1
ltn_4657,2018-11-05,秦慧珠美照被酸修很大 自曝成長照證明不修圖照樣hold得住,4,5,4
ct_5532,2018-11-16,高雄》葉德龍競選全國最大的高雄市福山里里長,1,1,1
ct_4375,2018-11-07,18組普悠瑪遠端監控即將接線！ 日本車輛同意11日前完成,2,1,1
ct_2139,2018-10-17,台東》民進黨有望翻盤 洪耀福批：台東好康都給饒家,2,3,2
et_4803,2018-11-22,選前之夜結束後關鍵10小時！江怡臻籲選民：聽到奧步謠言回報侯友宜,3,3,2
ct_4564,2018-11-09,影》藤井樹也要哭哭了！ 陳其邁疑口誤竟稱是日本人,3,4,3
ct_5934,2018-11-19,台北》丁守中：台灣受傷了 投票救台灣,2,3,2
ltn_3717,2018-10-28,轟侯友宜六都唯一不辯論  蘇貞昌：新北市民就這樣被比下去嗎？,3,4,3
ct_3392,2018-10-30,同框拍競選宣傳 韓國瑜主動讓徐耀昌摸高麗菜光頭,3,4,2
et_700,2018-10-01,器官買賣爭議再起！朱樹勳替柯文哲喊冤：照顧重症哪來時間去大陸,3,4,2
ltn_5712,2018-11-12,抗議選舉不公   白沙候選人控告鄉公所瀆職 ,1,1,1
et_3739,2018-11-13,大選民調14日0時封關　投票當天用Line助選恐遭罰500萬,2,2,1
ct_3131,2018-10-27,蔡英文推薦100分的鄭朝方：不要錯失千載難逢的機會,2,4,2
ct_30,2018-09-24,大政治大爆卦-無色覺醒》拍肩拍肚力道強？ 反深澳電廠陳情 蘇貞昌暴走,2,4,2
ltn_3622,2018-10-27,首場六都市長辯論會  府城6選將強打經濟牌,2,2,1
et_1016,2018-10-05,高雄最新民調藍綠五五波　韓國瑜只落後陳其邁2.7%,2,2,1
ct_1065,2018-10-05,能源政策不能青菜換蘿蔔 藍批賴清德機關算盡,2,3,2
ltn_7050,2018-11-19,侯友宜選前10天涉談民調   蘇貞昌質疑故意帶風向,2,3,3
ct_2327,2018-10-19,高雄》嗅出變天？韓國瑜賭盤瘋 讓票跳水大減85％,3,4,4
ct_4744,2018-11-10,台北》搶攻婦女票  丁守中承諾：小內閣1／3由女性擔任,3,3,1
ct_5925,2018-11-19,時力徐永明籲候選人反「兩岸一家親」  柯P：我每天都被咬,3,4,3
ct_3398,2018-10-30,台南》 韓國瑜合體謝龍介 造勢太歡樂網友看直播笑像綜藝節目,2,5,3
ct_5255,2018-11-14,台北》選情告急、樂見棄保？柯稱「do our best」,3,4,3
et_2732,2018-11-02,台鐵誰警告吹哨者？　這答案讓黃國昌「難以置信」,3,5,4
ltn_5895,2018-11-13,幫陳其邁澄清假新聞 網友哀號：遭韓粉發動聯手檢舉臉書被停權,2,5,4
ct_1155,2018-10-06,黃煌雄閃辭 柯建銘：加緊促轉才是王道,2,3,1
et_4215,2018-11-17,張忠謀與彭斯APEC場邊會談中　下午有機會安排見安倍,1,1,1
ltn_263,2018-09-26,防魏明仁東山再起 彰縣府委託民團護碧雲禪寺,1,2,1
et_3777,2018-11-13,挨轟對涂醒哲違法准假　內政部打臉：請蕭淑麗停止選舉操作,2,4,3
ltn_7811,2018-11-23,選戰倒數 各投開票所選票最後點交、封存,1,1,1
ct_6960,2018-11-24,新竹縣楊文科宣布當選 順利接棒邱鏡淳,1,1,1
ltn_786,2018-10-01,獎金當醫藥費 屏監首位全國模範公樸榮譽假當病假用,1,1,2
ct_2186,2018-10-17,鄭安秝於鳳山五權路 舉辦了競選總部成立大會！,2,1,1
et_4882,2018-11-22,影／2萬人前公審偷溜議員！姚文智當面暗酸　支持者爆喊：高嘉瑜下台,3,4,4
ltn_1235,2018-10-05,網美出馬選里長 她想作公益、改變刻板印象,4,5,3
ltn_4705,2018-11-05,小野挺陳其邁 丁守中：證明柯文哲跟蔡英文合謀,2,3,1
et_1791,2018-10-21,影／普悠瑪全車直接出軌成「W」字形　3節車廂翻覆,3,1,1
ct_5601,2018-11-16,中市家戶可支配所得首度破百萬 成長率六都第一,2,1,1
ltn_547,2018-09-29,侯友宜蘆洲競選總部成立 超過5000支持者擠爆會場,2,1,1
ct_2099,2018-10-17,台北》姚批柯是潑猴 柯媽火大回嗆「姚最沒路用！先秤秤自己幾兩重！」,2,4,4
ct_6530,2018-11-22,台北市》柯文哲選情告急 林洲民挺柯：盼改變持續發生,2,3,1
et_4137,2018-11-16,三巨頭合體／韓國瑜最後外縣市站台獻盧秀燕　拼6都全壘打,2,3,3
ltn_5905,2018-11-13,柯妻陳佩琪陪同掃街人氣更旺 遇媒體提問變低調,3,2,1
et_4382,2018-11-19,「別把你的話扣我嘴巴！」陳其邁怒噴韓國瑜：你空洞得跟大學生一樣,3,4,4
ct_1211,2018-10-07,拍拍屁股走人？傳葛特曼8日早上將離開台灣！,3,4,4
et_159,2018-09-21,申領大陸居住證限縮公民權？馬英九：值得仔細思考,3,3,1
ltn_7269,2018-11-20,密訓韓國瑜辯論仍被電爆  藍智庫被酸：智商輸到脫褲,3,4,4
et_1007,2018-10-05,徐耀昌婦女後援會成立　盼能健全各項婦女照護工作,1,1,1
ltn_1779,2018-10-10,重振中華職籃 綠委籲政府讓職籃重生,2,2,1
et_4668,2018-11-21,新竹市議員72人搶34席　3大黨廝殺...中間選民成關鍵,3,3,2
ltn_6515,2018-11-16,網傳韓國瑜助選影片 宋麗華：未請託也未授權錄製,3,5,3
et_3255,2018-11-08,影／獨派嗆撤銷博士資格　柯P納悶：4年前國民黨打現在換獨派打,3,4,3
ltn_199,2018-09-26,徐欣瑩接收票源？ 林為洲：國民黨要努力,2,4,3
ltn_11,2018-09-24,曾信凱競總失火 初判無關選舉,3,1,1
ct_4509,2018-11-08,韓國瑜旗山造勢警察開單 她怒要高市警維安別找攤販碴,4,5,5
ltn_7540,2018-11-21,選舉亂象？候選人旗幟綁路燈頂 網友諷：在搶孤嗎？,4,5,4
ltn_1094,2018-10-04,蘇貞昌再批新北市府 動用行政資源為侯輔選,2,2,1
ct_1143,2018-10-06,政院發言人Kolas申請法扶告人 蔡正元：唉喲！她也算弱勢喔？,4,4,3
ct_32,2018-09-24,高雄》韓國瑜為何要提一堆誇張政見？他解析打破盲點,5,5,5
ct_2977,2018-10-26,鳳山大造勢之夜 現場5萬人喊韓國瑜凍蒜,1,3,2
ct_4673,2018-11-09,台中》青農賢拜回娘家 林佳龍現場採買讚台中農產,1,2,1
ct_4748,2018-11-10,幫藍副議長站台 鄭文燦：無黨紀問題,2,2,2
et_1344,2018-10-10,影／蘇貞昌喊「看破手腳」　侯友宜諷：要與時俱進！不要回憶過去,3,4,3
et_1865,2018-10-23,專訪／減債理財No.1　陳光復拚連任：帶領澎湖鄉親看見幸福！,2,1,2
ltn_4478,2018-11-03,「高雄改變」短片感動網友 鄭運鵬：國民黨不敢面對的真相,3,4,2
ltn_6352,2018-11-15,朱立倫陪林姿妙拜票 稱桃園、台南國民黨氣勢起來了,2,2,1
ltn_2012,2018-10-12,國民黨智庫民調 中市盧秀燕領先林佳龍,1,1,1
ltn_4629,2018-11-05,明年報考中正理工軍校生 未來可領交大畢業證書！,1,1,1
ct_2445,2018-10-19,中選會通過蔡錦賢參選資格 陳師孟怒批「縱容」申請調查,3,4,3
et_1419,2018-10-20,徐耀昌銅鑼、西湖競選總部成立　注重人文、科技和觀光,1,1,1
ct_1890,2018-10-14,雲林》同鄉會會員大會 蘇貞昌：當選後要辦「雲林日」,2,1,2
et_2169,2018-10-27,准了！陳水扁為兒站台「情可通融」　中監：四不原則可參加,5,5,4
ct_998,2018-10-05,高雄》台灣競爭力論壇 今10點公佈高雄市長民調,1,1,2
ct_5417,2018-11-15,高雄》柯P看高雄選情：藍綠激烈對抗,3,1,2
ltn_286,2018-09-27,遭蘇貞昌上節目狂酸 侯友宜：他開心就好,4,5,2
et_3046,2018-11-07,小野痛哭嗆丁守中沒文化　柯P兩度擁抱：他受不了Dirty的選戰,4,5,2
ct_4965,2018-11-12,新竹》林智堅委託民調40.6％ 領先對手17.6％,1,1,2
ltn_7517,2018-11-21,李清煌澄清道歉說 陳光復競選總部籲乾淨選舉,2,2,1
et_1924,2018-10-23,影／普悠瑪翻覆也怪馬英九？李富城一句話完勝周玉蔻,5,5,3
ltn_2332,2018-10-15,同場餐會 丁守中與吳思瑤、林瑞圖零互動,3,2,2
ltn_206,2018-09-26,縣府拆「五星寺」  民眾：共匪逃之夭夭...,3,4,4
ltn_3734,2018-10-28,釋「準公民待遇」外來人口統一編號擬比照身分證號,3,1,1
et_3359,2018-11-10,陳其邁深夜開記者會譴責假資訊　外頭傳來碰一聲驚嚇眾人,4,5,3
ltn_4375,2018-11-02,高雄7分鐘短片遭藍營指控花錢行銷 市府回應了,5,5,3
ct_6393,2018-11-22,國民黨新竹市主委呂學樟力薦許明財　團隊前進北區拜票誓言拚經濟爭建設,2,1,1
ct_5324,2018-11-14,花蓮》李秋旺、韓林梅政治搭檔攜手掃街  腳傷韓林梅受矚目,3,1,2
et_4127,2018-11-16,影／站崗被嗆丟臉　郝龍斌怒：是柯文哲違法停工把大巨蛋變成爛攤子,4,4,3
ltn_6539,2018-11-16,助攻魏明谷！鄭文燦、林佳龍陪掃街 直搗王惠美鐵票區,1,2,2
et_4988,2018-11-23,影／「決勝高雄 」陳其邁中外記者會： 市民一起站出來守護民主價值,3,2,2
et_4048,2018-11-16,林智堅支持者不送「蒜」送桔　17日拿橘換666張限量簽名海報,2,2,3
ltn_5505,2018-11-11,中國介入我選舉已成「產業鏈」 總統直選後沒停過,3,3,2
ct_1741,2018-10-13,台北》爆料公社民調柯78％、姚4％ 柯P脫口：差不多啊,2,2,3
et_5103,2018-11-23,蔡英文挺姚文智...柯綠正面對決！北市「棄保大戰」成「弱雞賽局」,4,4,3
et_3207,2018-11-08,藍營智庫：黃偉哲小贏高思博3.2%　台南遇韓流來襲西瓜恐炸裂,3,4,2
ltn_1786,2018-10-10,整天罵蔡英文 蘇貞昌批侯友宜：選立委就好,2,4,2
ltn_991,2018-10-03,柯P器官仲介風波 時力北市議員候選人發共同聲明表態,3,3,1
ct_1241,2018-10-08,新北》 侯友宜偕12選區議員 簽署反深澳燃煤電廠連署書,3,1,2
ltn_1911,2018-10-11,男持AK47朝「柯文哲」金牌猛射   PO網炫命中3槍惹議,3,4,3
ct_5793,2018-11-17,不一樣的超級星期六 郭鴻儀舉辦「好藝四市集」,2,1,2
ct_5060,2018-11-12,嘉義》遭批違法准假 內政部籲蕭淑麗勿選舉操作,3,2,2
ct_2193,2018-10-18,「勵志政客」語錄太狂！網笑瘋：原來都吃了誠實豆沙包,5,5,4
ct_6637,2018-11-23,台南》公投票太多 台南市市長、議員、里長、公投票共2056萬張 24日早需送達各投開票所,1,1,2
ltn_7243,2018-11-20,台東縣選舉人數公告 縣長選舉人數為17萬9706人,1,1,2
ct_6849,2018-11-24,基隆》公投大塞車 基隆70歲高齡嬤爆氣 批「不投了！」,2,4,4
et_3286,2018-11-09,澎湖中油達成賠償協議　陳光復建請1.2萬健保補助...賴峰偉：居心叵測,4,4,3
et_419,2018-09-26,快訊／促轉會全體委員同意　張天欽等5人全躲掉懲處,3,2,1
ct_5037,2018-11-12,陳水扁低調至前總統府資政邱連輝老家上香,1,1,1
ct_3355,2018-10-30,基隆》韓國瑜效應外溢？他揭謝立功自曝民調落後真用意,4,5,4
ltn_3747,2018-10-28,為了「這事」！館長在臉書揚言要揍韓國瑜,5,5,4
ct_4587,2018-11-09,台北》批對柯文化施政無貢獻  姚文智：小野要承擔政治苦果,2,4,2
ct_100,2018-09-25,嘉義》涂醒哲被蕭淑麗告  涂競選總部：蕭自己打臉自己,2,4,2
ct_3067,2018-10-26,韓國瑜鳳山造勢湧人潮　她爆藍營高層認「會贏」！,4,5,4
ltn_3310,2018-10-24,爭議太大 立院不審宗教法,2,1,1
ltn_191,2018-09-26,聯合國大會發言 友邦巴拉圭、馬紹爾群島力挺台灣！,3,1,2
et_2697,2018-11-02,王丹批禁止政治抗議「民主倒退」：不相信韓國瑜能當選　,3,4,2
et_3687,2018-11-13,選前與妻驚天一跪催票？侯友宜笑了：對手才有的招式,3,4,3
ct_6475,2018-11-22,台中》選前之夜落髮？下跪？盧秀燕：不做這些事,5,4,4
et_4202,2018-11-17,影／遭批「大撒幣」丁守中爆氣：柯文哲才是大傻瓜、空心大老官,4,4,2
ltn_5955,2018-11-13,苗縣長選戰雙徐拚政見 免費營養午餐尬觀光消費券,4,3,2
et_4537,2018-11-20,「柯文哲是可造之材」　吳蕚洋：訓練後就能「超越歷任總統」,3,4,3
ct_6802,2018-11-24,影》投票只到下午4時！中選會：截止前排隊仍可投票,1,1,2
et_1113,2018-10-06,高雄議員質詢「北漂青年」多少人？　許立明：不到1萬人,3,2,2
ltn_6193,2018-11-15,嘉市議會「保護」涉賄副議長／法部︰仍可境管 避免郭明賓逃亡,3,1,2
et_2522,2018-10-31,影／網傳「韓國瑜痛宰陳其邁」籤詩　三鳳宮怒報警：沒出選舉籤,3,4,2
et_1664,2018-10-17,指賴清德促轉會濫權亂派　丁守中：違法被人家稱為東廠,3,3,2
ltn_7911,2018-11-23,時力主席黃國昌表態 我這票蓋給蘇貞昌,3,2,1
ct_759,2018-10-02,不動產政見 丁姚都更交鋒、火花四射,2,4,3
ltn_6142,2018-11-14,蔡英文：決戰就在催票和投票率,3,2,2
et_2405,2018-10-30,出來玩！阿北又要騎車啦　柯文哲：幾乎騎遍北市所有河濱車道,1,2,3
ltn_3242,2018-10-23,屏東縣黨部大樓 今天二拍》國民黨頻出招擾法拍 資深拍賣官：不聰明,3,2,2
ltn_4492,2018-11-04,「韓風」北吹 丁守中：大家都可搭便車,2,2,2
et_1857,2018-10-21,影／行動競總帶頭違法？　柯文哲：北市府太公正執法了,3,2,2
ct_1445,2018-10-10,前駐多國大使湯繼仁昏倒送醫 裝葉克膜搶救,3,1,2
et_1396,2018-10-10,前總統李登輝激瘦4公斤　急性貧血送醫檢查,4,3,3
et_496,2018-09-27,影／蔡其雍「紅色塑膠袋」有內幕？國民黨要檢調儘速調查,4,5,4
et_4063,2018-11-16,影／韓總CP隔空閃炸！李佳芬影片真情告白　韓國瑜甜喊：未來會因妳踏實,4,4,4
et_3958,2018-11-15,網紅「霸氣姐」挺韓國瑜　小黃義勇軍排「苦」拚翻轉,3,4,4
ct_1276,2018-10-08,花蓮》「秋香姊」選舉看板遭噴漆面目全非 逮人怒提告,3,4,4
ct_2745,2018-10-23,台中》最新民調出爐 盧秀燕44％林佳龍36％,1,1,2
ltn_5009,2018-11-07,陳其邁促道歉  丁守中：他才該向高雄市民道歉！,4,4,3
et_3785,2018-11-14,丁守中：性平教育不該出現歧視　應「適齡、適教、適學」,3,1,1
ct_2631,2018-10-22,普悠瑪翻車出軌 賴清德夜奔宜蘭勘災,3,1,1
ltn_6398,2018-11-16,挺韓北漂妹見不到爺爺最後一面 網諷：不孝到令人想哭,4,5,4
ct_2448,2018-10-19,台南》陪林燕祝掃街 馬英九：高雄韓國瑜旋風可影響台南,2,2,2
et_1399,2018-10-10,洪慈庸確定懷孕了！　卓冠廷報喜：終於了解成為父母那麼不容易,4,3,3
ct_1248,2018-10-08,高雄》高雄北漂青年有多少？議員邱俊憲指：僅約7萬人,1,2,2
ct_6964,2018-11-24,九合一選舉大敗 蔡英文宣布即日起辭民進黨主席,3,1,1
ltn_6492,2018-11-16,與歷史不符！澳學者：「台灣是中國一部分」是胡說八道,5,4,4
ltn_3176,2018-10-22,本週熱點》北約25日起舉行冷戰後最大軍演,3,2,2
ct_3689,2018-11-01,普悠瑪事故行政調查小組持續調查 進度未達一半,2,1,1
ct_908,2018-10-04,高雄》經濟已「民不聊生」　韓國瑜：民進黨還是只在乎選票,5,4,2
ct_4364,2018-11-07,口湖鄉長選戰 候選人端建設牛肉搶攻選票,4,3,2
ltn_6896,2018-11-18,民進黨北港造勢晚會 李進勇批張麗善沒天良,5,4,4
et_5157,2018-11-24,不斷更新／奪110萬票！侯友宜破兩紀錄：周錫瑋障礙、朱立倫票數,2,4,2
ct_4167,2018-11-06,拍片挺陳其邁 小野否認是柯P分身「蠻對不起他」,3,4,3
et_1525,2018-10-19,影／柯文哲接受彭博專訪：台灣是陸美競爭籌碼「僅是貨架上商品」,4,4,2
ct_6326,2018-11-21,台南官田區東西庄社區活動中心施工影響投票權？ 區公所：當天正常投票,2,1,2
et_3862,2018-11-14,影／賴清德輔選行程10天跑13縣市　選前之夜挺蘇貞昌、黃金周拱陳其邁,1,1,1
ct_4223,2018-11-06,林佳龍：打造水湳全台智慧城市示範區,2,1,2
et_3050,2018-11-07,首位IDF女飛官完成首次夜間單座飛行　專家：難度是日間的2到3倍,4,2,2
ltn_5664,2018-11-12,新北政見辯論 》侯友宜談大台北發展 要如「魚躍龍門」,5,4,3
et_4613,2018-11-21,半張臉迷倒眾生！姚文智造勢「右後方」成亮點　網暴動：比嘉瑜正,5,4,5
ct_2388,2018-10-19,高雄》議員抽籤搏版面 神力女超人開衩旗袍吸睛,5,4,4
et_250,2018-09-20,影／台電控反深澳電廠影片抹黑　侯友宜：專家環團報告說得非常清楚,3,2,2
ltn_1415,2018-10-07,新板特區精華地閒置13年 蘇貞昌：就是等我回來,2,2,2
et_2291,2018-10-28,影／柯P饒舌10分鐘萬人搶看！「Do Things Right、怪怪的」超洗腦,4,4,4
ct_515,2018-09-30,台南》多位議員成立競選總部　民進黨籍副議長現身為國民黨議員參選人加油引人遐想,4,4,4
et_4682,2018-11-21,林智堅電話催票鎖定首投族　柯建銘力挺：投給自己也投給下一代,3,2,2
ct_1346,2018-10-09,台北》市府場地借丁守中不借姚文智？柯P：不會大小眼,3,4,3
ct_4228,2018-11-06,綠營棄姚保柯？丁守中：白綠合謀、柯蔡合作,4,4,3
et_4870,2018-11-22,影／護唇膏是當選吉兆！他神分析：「膏」＝月亮高高掛在天上,5,5,5
ct_1462,2018-10-10,國慶大典昏倒 我前駐多明尼加大使湯繼仁已清醒,3,1,1
ltn_1803,2018-10-10,南投縣長林明溱總部成立  藍軍展現「全壘打」鬥志,2,3,1
ct_3472,2018-10-31,台灣競爭力論壇公布新竹縣長選戰民調,3,2,1
et_5134,2018-11-24,連江縣議員當選名單出爐　國民黨7席、無黨籍2席,3,1,1
et_4098,2018-11-16,藍營盼韓流外溢拉抬選情　王時齊：能轉化成多少選票？,1,3,2
