statistic_yyy,district_code,site_id,village,single_age_15down_m,single_age_15_19_m,single_age_20_24_m,single_age_25_29_m,single_age_30_34_m,single_age_35_39_m,single_age_40_44_m,single_age_45_49_m,single_age_50_54_m,single_age_55_59_m,single_age_60_64_m,single_age_65_69_m,single_age_70_74_m,single_age_75_79_m,single_age_80_84_m,single_age_85_89_m,single_age_90_94_m,single_age_95_99_m,single_age_100up_m,single_age_15down_f,single_age_15_19_f,single_age_20_24_f,single_age_25_29_f,single_age_30_34_f,single_age_35_39_f,single_age_40_44_f,single_age_45_49_f,single_age_50_54_f,single_age_55_59_f,single_age_60_64_f,single_age_65_69_f,single_age_70_74_f,single_age_75_79_f,single_age_80_84_f,single_age_85_89_f,single_age_90_94_f,single_age_95_99_f,single_age_100up_f,married_15down_m,married_15_19_m,married_20_24_m,married_25_29_m,married_30_34_m,married_35_39_m,married_40_44_m,married_45_49_m,married_50_54_m,married_55_59_m,married_60_64_m,married_65_69_m,married_70_74_m,married_75_79_m,married_80_84_m,married_85_89_m,married_90_94_m,married_95_99_m,married_100up_m,married_15down_f,married_15_19_f,married_20_24_f,married_25_29_f,married_30_34_f,married_35_39_f,married_40_44_f,married_45_49_f,married_50_54_f,married_55_59_f,married_60_64_f,married_65_69_f,married_70_74_f,married_75_79_f,married_80_84_f,married_85_89_f,married_90_94_f,married_95_99_f,married_100up_f,divorced_15down_m,divorced_15_19_m,divorced_20_24_m,divorced_25_29_m,divorced_30_34_m,divorced_35_39_m,divorced_40_44_m,divorced_45_49_m,divorced_50_54_m,divorced_55_59_m,divorced_60_64_m,divorced_65_69_m,divorced_70_74_m,divorced_75_79_m,divorced_80_84_m,divorced_85_89_m,divorced_90_94_m,divorced_95_99_m,divorced_100up_m,divorced_15down_f,divorced_15_19_f,divorced_20_24_f,divorced_25_29_f,divorced_30_34_f,divorced_35_39_f,divorced_40_44_f,divorced_45_49_f,divorced_50_54_f,divorced_55_59_f,divorced_60_64_f,divorced_65_69_f,divorced_70_74_f,divorced_75_79_f,divorced_80_84_f,divorced_85_89_f,divorced_90_94_f,divorced_95_99_f,divorced_100up_f,widowed_15down_m,widowed_15_19_m,widowed_20_24_m,widowed_25_29_m,widowed_30_34_m,widowed_35_39_m,widowed_40_44_m,widowed_45_49_m,widowed_50_54_m,widowed_55_59_m,widowed_60_64_m,widowed_65_69_m,widowed_70_74_m,widowed_75_79_m,widowed_80_84_m,widowed_85_89_m,widowed_90_94_m,widowed_95_99_m,widowed_100up_m,widowed_15down_f,widowed_15_19_f,widowed_20_24_f,widowed_25_29_f,widowed_30_34_f,widowed_35_39_f,widowed_40_44_f,widowed_45_49_f,widowed_50_54_f,widowed_55_59_f,widowed_60_64_f,widowed_65_69_f,widowed_70_74_f,widowed_75_79_f,widowed_80_84_f,widowed_85_89_f,widowed_90_94_f,widowed_95_99_f,widowed_100up_f
107,66000120021,臺中市清水區,高北里,91,52,47,44,33,19,22,7,6,3,2,0,2,1,0,0,0,0,0,82,40,51,37,21,15,11,4,7,2,0,2,0,0,0,0,0,0,0,0,0,0,10,14,37,38,38,37,47,33,32,18,16,10,3,1,0,0,0,0,4,8,25,37,40,30,32,36,30,24,15,13,2,3,0,0,0,0,0,1,2,2,12,8,7,4,6,5,2,1,2,0,0,0,0,0,0,0,0,2,2,2,8,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,2,3,6,3,0,0,0,0,0,0,0,2,4,0,3,2,7,13,5,12,11,11,8,1,0
107,66000120022,臺中市清水區,高美里,101,41,45,51,33,21,24,9,6,4,2,2,0,0,0,1,0,0,0,79,47,53,34,16,14,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,27,27,50,39,49,55,36,34,28,19,11,6,1,0,0,0,0,2,17,28,45,32,38,28,44,37,33,20,8,10,4,1,0,0,0,0,0,1,4,9,10,6,8,17,3,3,0,0,0,0,0,0,0,0,1,1,3,0,5,6,6,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,5,5,10,2,1,0,0,0,0,0,0,2,2,3,0,5,8,11,11,9,15,10,1,0,0
107,66000120023,臺中市清水區,國姓里,156,57,98,83,52,45,29,16,19,6,2,1,1,1,0,0,0,0,0,158,63,83,64,41,26,18,7,6,2,2,2,1,0,0,0,0,1,0,0,0,3,21,43,62,53,56,82,97,67,61,28,23,20,7,3,0,0,0,2,8,32,52,60,50,42,79,66,59,42,23,18,14,7,0,0,0,0,0,0,1,4,8,14,9,11,9,8,0,0,0,1,1,0,0,0,0,0,0,4,6,8,12,8,5,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,6,3,9,7,2,1,0,0,0,0,0,0,1,1,5,4,13,12,18,12,22,29,13,3,1,0
107,66000120024,臺中市清水區,菁埔里,187,77,83,76,58,51,31,23,8,14,6,0,2,1,0,0,0,0,0,155,80,82,62,34,40,26,17,8,2,1,2,3,0,1,0,0,0,0,0,0,3,19,39,79,73,61,77,85,73,65,37,33,20,6,3,0,0,0,0,4,24,48,79,67,52,73,55,57,51,27,35,14,2,0,1,0,0,0,0,2,1,9,4,12,9,7,13,3,1,0,0,0,0,0,0,0,0,0,2,3,9,8,7,10,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,5,3,6,7,7,3,0,0,0,0,0,0,0,1,2,3,4,11,14,21,12,23,17,18,6,2,1
107,66000120025,臺中市清水區,頂湳里,135,75,70,65,61,37,31,15,9,9,4,4,0,1,0,0,0,0,0,89,62,60,54,27,27,13,11,5,4,2,0,0,0,0,0,0,0,0,0,0,2,13,36,35,55,59,59,60,61,46,29,24,18,8,0,0,0,0,1,3,18,37,49,49,48,50,66,47,31,21,16,15,2,0,0,0,0,0,0,3,4,13,10,10,11,5,6,4,0,1,0,0,0,0,0,0,0,1,2,0,7,5,2,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,6,4,8,2,1,0,0,0,0,0,2,0,2,3,4,8,6,16,17,16,19,12,11,0,0
107,66000120026,臺中市清水區,田寮里,179,96,117,103,71,52,36,30,14,8,3,0,1,0,0,0,0,0,0,174,77,108,79,44,36,27,16,8,8,2,3,1,0,1,0,0,0,0,0,0,3,21,49,69,65,76,80,74,71,70,45,29,14,6,1,0,0,0,0,10,23,61,69,69,66,79,72,64,55,30,25,4,4,0,0,0,0,0,0,3,7,12,11,20,10,8,5,5,2,1,0,0,0,0,0,0,0,0,3,4,9,9,12,15,10,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,4,9,4,5,3,0,0,0,0,0,0,0,1,5,1,5,13,19,29,14,19,26,12,7,1,0
107,66000120027,臺中市清水區,橋頭里,712,280,318,284,203,178,93,52,35,18,8,1,1,0,0,0,0,0,0,660,263,258,241,124,101,65,46,29,21,6,8,4,2,0,2,0,0,0,0,0,6,48,132,257,245,223,220,232,260,197,84,88,29,13,2,0,0,0,2,14,63,176,282,241,208,243,235,265,146,89,50,25,5,0,0,0,0,0,0,2,9,18,56,40,39,25,11,10,6,2,1,0,0,0,0,0,0,3,3,13,31,23,32,23,22,21,15,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,8,8,25,7,14,21,6,9,2,0,0,0,0,1,1,3,7,9,11,26,49,61,60,41,58,33,10,1,0
107,66000120028,臺中市清水區,下湳里,214,102,111,114,85,54,32,20,17,10,7,2,1,1,1,0,0,0,0,238,101,81,81,54,41,34,18,10,11,4,5,3,2,1,0,0,0,0,0,1,1,18,53,76,92,90,82,116,87,86,49,32,23,6,3,1,0,0,0,5,34,60,88,83,73,84,84,91,63,38,31,12,3,2,0,0,0,0,1,2,6,4,21,16,15,15,12,5,4,0,0,0,0,0,0,0,0,0,1,3,9,10,9,4,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,9,6,7,4,6,4,1,1,0,0,0,0,0,1,2,6,6,9,19,17,26,32,31,21,8,3,0
107,66000120029,臺中市清水區,東山里,76,47,54,50,24,34,21,8,8,4,4,1,0,1,0,0,0,0,0,84,49,50,35,14,11,11,8,4,4,1,0,0,0,0,0,0,0,0,0,0,1,11,10,29,31,36,54,42,30,38,12,13,14,6,2,0,0,0,0,1,11,20,40,25,40,36,38,37,16,9,13,4,5,1,0,0,0,0,0,2,1,5,6,10,7,13,7,2,0,0,0,0,0,0,0,0,0,0,1,2,6,5,7,4,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,3,8,2,1,1,0,0,0,0,0,0,2,1,2,1,5,8,7,13,12,11,9,5,0,0
107,66000120030,臺中市清水區,楊厝里,90,41,52,41,29,28,9,9,9,1,1,0,0,0,0,0,0,0,0,88,38,44,33,23,11,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,31,36,34,52,52,48,37,33,15,15,9,3,0,0,0,0,0,3,14,33,43,31,33,29,36,20,18,13,11,4,0,0,0,0,0,0,0,1,3,2,8,9,7,7,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,2,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,2,3,2,3,0,0,0,0,0,0,1,1,0,4,0,2,9,6,12,12,11,12,3,1,0
107,66000120031,臺中市清水區,海風里,86,58,59,46,27,21,18,10,6,10,0,2,1,0,0,0,0,0,0,108,42,62,38,23,11,6,6,2,0,1,1,0,1,0,0,0,0,0,0,0,3,15,20,38,47,46,67,62,40,23,16,31,10,3,1,0,0,0,0,3,21,32,44,32,44,52,37,25,20,18,11,5,2,0,0,0,0,0,0,2,5,8,13,8,13,6,6,2,1,0,0,0,0,0,0,0,0,0,2,2,5,9,3,6,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,3,5,2,1,1,0,0,0,0,0,0,1,1,3,2,7,7,16,11,19,12,6,5,3,0
107,66000120032,臺中市清水區,吳厝里,119,69,58,49,35,42,25,12,3,4,1,0,1,0,0,0,0,0,0,108,52,55,39,20,23,12,8,6,0,0,2,0,0,0,0,0,0,0,0,0,3,9,31,35,46,54,47,58,36,39,17,15,9,2,0,0,0,0,0,6,21,33,51,48,37,49,41,39,31,13,7,8,0,0,0,0,0,0,1,0,5,15,6,8,11,1,6,6,0,1,0,1,0,0,0,0,0,1,0,6,13,13,7,10,6,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,3,1,3,2,3,0,0,0,0,0,0,1,0,3,2,4,12,17,12,4,11,9,4,3,1,0
107,66000130001,臺中市沙鹿區,居仁里,143,50,60,60,35,19,18,15,5,5,3,1,1,0,0,0,0,0,0,104,46,51,41,38,19,11,15,5,4,2,4,0,0,0,0,0,0,0,0,1,0,8,25,41,33,35,48,44,51,52,22,20,16,1,1,1,0,0,0,3,12,25,45,44,35,29,44,43,32,24,20,8,0,1,0,0,0,0,0,0,1,4,6,7,6,9,5,5,3,0,0,0,0,0,0,0,0,0,2,1,3,8,9,11,7,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,3,2,0,0,0,0,0,0,0,0,1,1,1,2,6,7,7,10,13,9,8,4,1,0
107,66000130002,臺中市沙鹿區,洛泉里,278,66,76,65,47,39,24,13,11,4,7,2,0,0,0,0,0,0,0,235,70,73,60,36,35,29,13,13,12,7,7,0,0,2,0,0,0,0,0,0,1,7,20,50,56,57,57,62,64,64,48,39,16,11,3,0,0,0,0,6,15,43,61,59,60,57,51,63,60,40,27,11,11,0,0,0,0,0,0,0,5,2,6,10,14,9,10,7,1,0,1,1,0,0,0,0,0,1,2,0,7,10,9,5,4,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,5,4,4,5,7,9,1,1,0,0,0,0,0,0,0,0,3,1,7,7,14,17,26,19,23,8,0,1
107,66000130003,臺中市沙鹿區,沙鹿里,135,27,29,34,26,19,11,8,2,5,3,1,0,1,0,0,0,0,0,127,20,23,32,25,15,9,9,6,3,5,2,4,1,0,0,1,0,0,0,1,0,2,9,31,31,16,22,23,37,32,40,20,9,9,3,0,0,0,0,2,5,19,35,28,22,27,21,24,44,17,12,8,6,0,0,0,0,0,0,0,0,3,5,3,7,3,0,1,1,1,0,0,0,0,0,0,0,1,0,1,3,4,4,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,1,2,1,8,4,3,6,5,7,5,3,0,1
107,66000130004,臺中市沙鹿區,美仁里,70,13,19,17,11,12,2,2,5,2,0,1,1,0,0,0,0,0,0,65,19,15,11,12,3,6,1,4,1,1,1,0,0,1,0,0,0,0,0,0,1,2,8,12,21,8,10,16,20,17,12,6,5,2,0,0,0,0,0,1,5,10,22,18,11,5,15,15,18,9,5,3,0,0,0,0,0,0,0,1,1,2,2,3,2,4,2,3,0,2,0,0,0,0,0,0,0,0,0,3,4,4,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,5,5,3,0,0,0
107,66000130005,臺中市沙鹿區,興仁里,320,106,100,110,58,47,30,14,11,12,10,3,3,1,0,0,0,0,0,310,73,99,78,47,34,27,16,10,7,5,7,1,5,0,0,0,0,0,0,0,1,16,30,77,72,68,70,76,75,74,36,29,15,5,1,0,0,0,1,4,27,58,100,67,71,70,69,68,57,32,20,11,2,0,0,0,0,0,0,2,6,8,20,20,6,13,10,0,0,1,0,0,0,0,0,0,0,1,3,10,12,21,20,7,10,16,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,5,6,2,1,0,2,0,0,0,0,0,1,4,4,7,6,9,24,17,22,15,13,5,0,0
107,66000130006,臺中市沙鹿區,斗抵里,436,173,203,168,113,73,53,23,20,7,4,2,2,1,0,0,0,0,0,407,157,151,121,84,50,35,29,22,6,6,4,2,0,3,1,0,0,0,0,0,2,27,81,138,165,146,144,143,147,120,62,46,21,12,0,1,0,0,0,5,49,116,148,167,142,147,132,140,105,56,32,10,8,0,0,0,0,0,1,0,5,26,25,23,25,12,8,9,3,1,0,0,0,0,0,0,0,1,5,7,21,26,17,9,14,11,9,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,2,8,14,6,8,0,1,0,0,0,0,0,0,2,4,8,13,11,17,35,28,26,29,17,9,3,0
107,66000130007,臺中市沙鹿區,鹿峰里,538,207,201,202,149,108,86,44,20,15,5,1,2,0,0,0,0,0,0,494,168,167,161,117,71,58,33,17,9,6,5,3,2,2,0,0,1,0,0,1,4,30,107,178,174,160,130,161,150,140,60,47,21,6,1,0,0,0,1,12,54,130,196,186,141,154,151,151,107,45,35,11,4,0,0,0,0,0,0,3,10,19,41,24,21,19,21,11,4,2,1,0,0,0,0,0,0,2,5,16,26,28,28,27,15,12,6,4,4,1,0,0,0,0,0,0,0,0,1,0,4,1,2,6,7,9,4,12,11,10,5,1,0,0,0,0,0,1,6,3,8,12,21,25,52,35,44,36,15,5,1,0
107,66000130008,臺中市沙鹿區,鹿寮里,821,252,298,271,208,112,83,41,16,12,9,3,2,0,0,0,0,0,0,730,276,246,225,123,98,62,41,21,15,8,11,2,3,0,0,1,0,0,0,0,4,39,130,264,229,221,204,234,213,161,105,61,25,6,4,0,0,0,0,13,67,173,280,247,204,231,232,190,155,72,57,10,6,1,0,0,0,0,0,6,4,13,41,35,23,21,11,8,7,2,0,0,0,0,0,0,0,3,4,15,33,32,19,31,23,18,8,8,2,1,0,0,0,0,0,0,0,0,0,2,0,2,1,3,11,9,10,17,10,7,7,0,0,0,0,0,0,0,3,8,7,9,24,40,41,45,47,40,33,15,0,0
107,66000130009,臺中市沙鹿區,竹林里,884,291,335,299,184,159,110,45,23,25,9,5,1,1,0,0,0,0,0,815,302,294,231,132,94,56,55,17,17,10,7,6,2,0,0,1,1,0,0,0,4,42,129,249,295,234,215,191,234,187,93,60,29,17,5,1,0,0,0,7,76,208,285,291,239,224,221,217,162,76,47,21,2,3,0,0,0,0,1,4,17,33,46,47,38,20,19,7,2,3,1,0,1,0,0,0,0,3,8,24,36,56,38,27,27,23,13,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,17,8,12,8,13,6,1,0,0,0,0,0,1,2,4,5,15,42,39,72,44,41,36,30,9,1,0
107,66000130010,臺中市沙鹿區,犁分里,141,26,42,44,31,27,21,7,4,2,3,0,0,0,0,0,0,0,0,127,37,27,40,16,18,8,6,1,0,2,2,0,1,0,0,0,0,0,0,0,0,10,28,38,41,38,29,42,40,30,14,9,13,1,0,0,0,0,0,2,12,38,41,37,29,27,34,23,20,4,7,5,1,0,0,0,0,0,0,1,1,4,6,10,6,10,5,3,2,1,0,0,0,0,0,0,0,2,0,2,6,3,6,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,7,4,3,1,0,0,0,0,0,0,0,2,1,3,3,4,15,14,12,7,8,1,1,0
107,66000130011,臺中市沙鹿區,北勢里,618,219,210,153,111,107,81,35,26,8,5,0,0,1,0,0,0,0,0,584,196,183,127,80,66,44,25,16,5,3,1,0,1,0,0,0,0,0,0,0,6,22,93,180,216,181,165,126,122,93,47,42,15,9,2,0,0,0,1,9,51,124,218,219,175,147,127,126,92,32,35,12,2,0,0,0,0,0,2,5,8,27,38,36,42,16,14,11,4,4,0,0,0,0,0,0,0,3,5,13,24,34,20,24,20,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,5,11,5,8,7,8,6,1,0,0,0,0,0,3,4,3,9,11,17,25,45,28,29,27,14,6,2,0
107,66000130012,臺中市沙鹿區,福興里,375,161,155,154,91,81,45,26,13,9,2,0,1,0,0,0,0,0,0,358,133,145,92,55,37,28,16,9,8,4,3,1,0,1,0,0,0,0,0,0,5,37,66,168,168,129,126,105,85,75,34,26,9,3,2,1,0,0,1,19,51,99,180,157,132,120,94,82,58,31,17,7,2,0,0,0,0,0,1,2,11,21,22,24,12,14,12,8,0,2,0,0,0,0,0,0,0,1,3,7,30,22,20,16,12,14,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,4,4,1,5,8,6,1,1,0,0,0,0,0,1,2,3,7,9,11,25,28,15,15,18,17,3,1,0
107,66000130013,臺中市沙鹿區,晉江里,119,87,71,59,32,50,26,18,12,5,2,0,0,0,0,0,0,0,0,105,55,80,40,29,12,17,12,8,2,2,1,0,0,0,0,0,0,0,0,0,1,9,24,51,68,65,60,58,45,42,19,14,9,4,0,0,0,0,0,0,18,43,48,64,55,62,45,45,31,22,11,4,0,0,0,0,0,0,0,2,1,10,11,13,11,8,4,1,2,0,0,0,0,0,0,0,0,2,2,2,8,13,12,8,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,5,5,2,0,0,0,0,0,0,0,4,2,3,4,9,8,17,7,11,17,7,5,5,0
107,66000130014,臺中市沙鹿區,六路里,562,223,235,199,134,121,58,32,27,9,2,2,0,1,0,0,0,0,0,508,202,230,146,70,67,43,24,13,7,3,4,0,0,0,0,0,0,0,0,0,9,37,115,202,250,211,177,145,102,97,25,25,18,5,3,0,0,0,0,9,60,153,220,221,218,169,136,96,63,28,22,11,5,0,0,0,0,0,0,1,9,27,27,32,26,16,12,6,3,1,0,0,0,0,0,0,0,0,5,13,34,26,27,24,22,11,8,7,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,7,1,7,3,4,2,0,0,0,0,0,0,1,2,2,10,6,19,35,27,24,25,17,5,5,2,0
107,66000130015,臺中市沙鹿區,南勢里,419,143,133,100,90,66,35,25,15,11,1,1,0,0,0,0,0,0,0,363,117,122,77,62,39,27,17,9,8,7,0,0,2,0,0,0,0,0,0,0,6,24,84,158,185,122,110,97,75,65,24,18,16,4,1,0,0,0,1,11,37,96,184,170,117,95,93,68,63,13,17,8,2,0,0,0,0,0,1,2,5,19,17,23,8,13,10,5,5,1,0,0,0,0,0,0,0,1,7,9,14,19,16,11,12,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,3,4,7,7,3,6,5,0,0,0,0,0,0,1,2,2,6,5,18,24,20,13,15,15,10,0,1,0
107,66000130016,臺中市沙鹿區,埔子里,595,219,244,187,125,88,65,26,14,6,6,3,1,1,0,0,0,0,0,589,204,224,148,80,48,42,24,18,7,5,2,0,0,0,0,1,0,0,0,0,10,31,114,267,311,275,172,137,134,69,33,25,28,13,3,0,0,0,1,17,63,158,303,299,229,164,139,105,60,27,20,16,4,0,0,0,0,0,2,3,7,28,29,27,20,18,13,11,2,0,0,0,1,0,0,0,0,2,5,12,19,22,31,22,23,11,13,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,6,5,6,8,10,6,1,2,0,0,0,0,0,0,2,3,11,9,15,28,39,19,18,12,14,3,0,0
107,66000130017,臺中市沙鹿區,公明里,363,178,185,164,135,88,62,46,29,15,6,0,2,0,0,1,0,0,0,388,145,159,131,57,50,42,17,11,5,3,2,0,0,0,0,0,0,0,0,0,7,37,89,156,134,127,136,143,93,93,43,29,13,29,13,2,0,0,1,14,59,109,149,145,133,146,125,94,99,32,16,7,1,1,0,0,0,0,1,5,7,25,18,30,28,23,9,7,4,0,1,0,2,1,0,0,0,3,5,8,25,24,41,24,22,18,9,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,6,5,8,7,5,4,2,0,0,0,0,0,1,1,0,4,8,14,22,44,72,49,39,23,16,2,2,0
107,66000130018,臺中市沙鹿區,清泉里,198,87,108,92,59,61,27,21,6,3,1,0,0,1,0,0,1,0,0,187,75,94,76,31,26,14,17,9,4,4,0,0,0,0,0,0,0,0,0,0,2,24,64,84,81,77,71,78,54,44,25,8,2,8,3,0,0,0,1,3,43,66,90,76,75,79,78,58,25,21,5,3,0,0,0,0,0,0,0,7,6,15,10,15,15,14,3,2,2,3,0,0,0,0,0,0,0,3,6,6,9,10,17,14,15,8,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,3,4,7,3,4,1,0,0,0,0,0,0,0,1,3,3,6,15,11,20,24,11,10,9,1,1,1
107,66000130019,臺中市沙鹿區,西勢里,124,92,98,74,40,46,35,21,11,11,2,2,0,0,0,0,1,0,0,136,83,94,70,36,25,25,19,7,12,3,0,0,1,0,0,0,0,0,0,0,1,17,39,51,70,69,93,87,53,41,28,27,10,2,2,0,0,0,1,5,25,45,59,57,60,68,60,44,31,19,21,2,0,1,0,0,0,0,0,2,2,10,14,19,18,9,8,6,0,1,1,0,0,0,0,0,0,2,2,3,10,17,11,5,11,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,6,6,3,12,4,1,0,0,0,0,0,0,0,1,0,2,5,7,27,30,22,25,14,12,6,2,0
107,66000130020,臺中市沙鹿區,興安里,389,134,137,113,89,84,45,27,13,8,4,2,0,0,1,0,0,0,0,333,120,120,105,52,53,43,27,14,4,4,6,1,2,2,0,0,0,0,0,0,3,23,50,122,149,100,103,98,91,84,59,28,14,5,2,0,0,0,0,11,29,87,132,141,99,81,92,106,67,45,20,11,4,1,0,0,0,0,0,2,7,8,25,23,9,8,12,7,2,0,1,0,0,0,0,0,0,0,1,7,19,21,15,13,16,9,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,8,8,15,6,7,2,0,0,0,0,0,0,1,1,1,4,11,13,17,29,23,29,25,12,8,2,1
107,66000130021,臺中市沙鹿區,三鹿里,858,256,230,224,143,155,77,42,17,9,3,4,0,0,0,0,0,0,0,849,204,231,180,96,84,57,27,22,12,8,8,0,2,0,0,0,0,0,0,0,14,50,203,450,388,239,185,169,103,102,44,23,12,6,3,0,0,0,0,16,98,268,500,357,245,166,133,111,81,31,14,6,0,0,0,0,0,0,1,2,13,46,46,42,36,27,15,11,4,3,3,0,0,0,0,0,0,2,12,17,60,59,56,43,55,21,20,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,7,12,8,7,4,1,3,0,1,0,0,0,0,1,0,6,12,8,26,35,47,27,24,18,12,8,4,1
107,66000140001,臺中市梧棲區,頂寮里,284,138,123,124,101,54,31,15,9,9,5,3,0,0,0,0,0,0,0,228,128,127,115,78,38,24,17,15,8,7,2,1,0,0,0,0,0,0,0,0,1,22,68,91,90,90,82,112,91,76,31,18,12,2,1,0,0,0,1,2,42,77,108,106,93,93,109,86,59,26,14,6,0,0,0,0,0,0,0,7,5,9,16,24,25,24,8,14,5,2,0,1,0,0,0,0,0,1,8,22,26,57,40,33,34,25,16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,6,4,4,4,2,2,3,0,0,0,0,0,0,0,2,5,8,8,16,24,18,16,15,8,7,6,0,0
107,66000140002,臺中市梧棲區,下寮里,174,68,99,86,54,47,17,10,9,7,5,1,1,2,0,1,0,0,0,139,71,76,60,42,25,17,7,12,4,4,2,2,2,0,0,0,0,0,0,0,2,13,29,61,57,48,66,65,60,49,23,16,16,5,0,0,0,0,0,3,14,45,63,66,49,60,61,62,41,17,16,7,1,0,0,0,0,0,1,3,2,7,9,17,14,8,7,9,2,1,0,0,0,0,0,0,0,0,2,4,14,14,12,14,7,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,1,4,7,5,2,0,0,0,0,0,0,1,0,1,3,6,6,15,5,13,18,13,8,4,0,1
107,66000140003,臺中市梧棲區,中正里,311,131,152,159,86,101,55,31,17,9,7,4,1,1,0,0,0,1,0,310,155,169,114,85,65,45,23,19,10,12,8,1,1,2,1,0,0,0,0,0,2,24,49,117,107,113,114,111,139,114,70,57,14,7,4,0,0,0,0,5,31,77,133,108,104,118,118,126,94,55,23,8,5,1,0,0,0,0,0,2,6,18,36,26,32,20,21,11,9,2,1,0,0,0,0,0,0,5,4,10,20,30,25,21,29,18,10,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,8,5,7,11,4,1,0,0,0,0,0,0,0,0,2,1,8,13,26,39,28,24,26,17,11,0,1
107,66000140004,臺中市梧棲區,中和里,42,17,16,14,19,7,15,6,7,1,2,1,0,0,0,0,0,0,0,53,15,10,12,6,8,4,3,1,4,1,3,1,0,0,0,0,0,0,0,0,0,3,5,17,17,14,11,16,20,15,9,7,5,2,1,0,0,0,0,1,2,11,21,13,10,11,16,18,8,9,7,2,2,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,3,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,1,0,0,0,0,1,1,1,0,0,2,5,5,2,4,5,3,1,0,0
107,66000140005,臺中市梧棲區,文化里,79,42,30,52,29,30,13,9,4,6,4,0,1,0,0,0,0,0,0,92,37,33,24,31,13,18,10,6,2,0,2,1,1,0,0,0,0,0,0,0,1,10,19,34,44,35,26,43,42,41,24,10,4,8,2,0,0,0,1,2,15,28,29,45,23,25,41,41,34,15,5,5,4,0,0,0,0,0,0,0,1,3,7,11,3,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,7,1,4,3,8,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,2,4,2,0,0,0,0,0,0,0,0,0,2,1,1,2,6,7,11,14,13,5,4,1,0
